,Outlet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
464,@nytimes,Fri Mar 30 13:08:02 +0000 2018,0.0,0.0,0.0,1.0,464
465,@nytimes,Fri Mar 30 13:05:35 +0000 2018,-0.7096,0.06,0.233,0.707,465
466,@nytimes,Fri Mar 30 12:58:01 +0000 2018,0.0,0.0,0.0,1.0,466
467,@nytimes,Fri Mar 30 12:48:01 +0000 2018,0.0,0.0,0.0,1.0,467
468,@nytimes,Fri Mar 30 12:38:06 +0000 2018,0.7227,0.227,0.055,0.718,468
469,@nytimes,Fri Mar 30 12:28:04 +0000 2018,-0.8555,0.0,0.307,0.693,469
470,@nytimes,Fri Mar 30 12:19:12 +0000 2018,-0.6705,0.0,0.257,0.743,470
471,@nytimes,Fri Mar 30 12:08:02 +0000 2018,-0.5574,0.0,0.135,0.865,471
472,@nytimes,Fri Mar 30 12:00:27 +0000 2018,0.296,0.247,0.134,0.619,472
473,@nytimes,Fri Mar 30 11:46:01 +0000 2018,-0.296,0.0,0.099,0.901,473
474,@nytimes,Fri Mar 30 11:31:05 +0000 2018,0.0,0.0,0.0,1.0,474
475,@nytimes,Fri Mar 30 11:26:27 +0000 2018,-0.2263,0.0,0.174,0.826,475
476,@nytimes,Fri Mar 30 11:16:00 +0000 2018,0.4404,0.172,0.0,0.828,476
477,@nytimes,Fri Mar 30 10:48:43 +0000 2018,0.2023,0.36,0.24,0.4,477
478,@nytimes,Fri Mar 30 10:46:08 +0000 2018,-0.5688,0.0,0.221,0.779,478
479,@nytimes,Fri Mar 30 10:31:41 +0000 2018,0.0,0.0,0.0,1.0,479
480,@nytimes,Fri Mar 30 13:41:53 +0000 2018,0.3818,0.187,0.094,0.719,480
481,@nytimes,Fri Mar 30 13:38:05 +0000 2018,-0.7906,0.044,0.247,0.709,481
482,@nytimes,Fri Mar 30 13:28:00 +0000 2018,0.0,0.0,0.0,1.0,482
483,@nytimes,Fri Mar 30 13:18:05 +0000 2018,0.0,0.0,0.0,1.0,483
484,@nytimes,Fri Mar 30 13:08:02 +0000 2018,0.0,0.0,0.0,1.0,484
485,@nytimes,Fri Mar 30 13:05:35 +0000 2018,-0.7096,0.06,0.233,0.707,485
486,@nytimes,Fri Mar 30 12:58:01 +0000 2018,0.0,0.0,0.0,1.0,486
487,@nytimes,Fri Mar 30 12:48:01 +0000 2018,0.0,0.0,0.0,1.0,487
488,@nytimes,Fri Mar 30 12:38:06 +0000 2018,0.7227,0.227,0.055,0.718,488
489,@nytimes,Fri Mar 30 12:28:04 +0000 2018,-0.8555,0.0,0.307,0.693,489
490,@nytimes,Fri Mar 30 12:19:12 +0000 2018,-0.6705,0.0,0.257,0.743,490
491,@nytimes,Fri Mar 30 12:08:02 +0000 2018,-0.5574,0.0,0.135,0.865,491
492,@nytimes,Fri Mar 30 12:00:27 +0000 2018,0.296,0.247,0.134,0.619,492
493,@nytimes,Fri Mar 30 11:46:01 +0000 2018,-0.296,0.0,0.099,0.901,493
494,@nytimes,Fri Mar 30 11:31:05 +0000 2018,0.0,0.0,0.0,1.0,494
495,@nytimes,Fri Mar 30 11:26:27 +0000 2018,-0.2263,0.0,0.174,0.826,495
496,@nytimes,Fri Mar 30 11:16:00 +0000 2018,0.4404,0.172,0.0,0.828,496
497,@nytimes,Fri Mar 30 10:48:43 +0000 2018,0.2023,0.36,0.24,0.4,497
498,@nytimes,Fri Mar 30 10:46:08 +0000 2018,-0.5688,0.0,0.221,0.779,498
499,@nytimes,Fri Mar 30 10:31:41 +0000 2018,0.0,0.0,0.0,1.0,499
